source,target,track
0CQgFG7XHyXRpSi24kl0cx,7eLcDZDYHXZCebtQmVFL25,Solo Si Es Contigo - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,3MRynBsyLGzv3IQ9Fip6hO,Solo Si Es Contigo - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,4jKvQ93sRiKroRRaAI6Fqk,The Lady Is A Tramp - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,7eLcDZDYHXZCebtQmVFL25,El Mismo Sol - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,City Of Stars - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,0P9kGWWUX38kvwbqMePLBr,Everytime You Go Away - Operación Triunfo 2017
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,5dbaLmK5SHLLg8Z4CcTJpX,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,7vXDAI8JwjW531ouMGbfcp,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Lo Malo
3MRynBsyLGzv3IQ9Fip6hO,0CQgFG7XHyXRpSi24kl0cx,Solo Si Es Contigo
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Solo Si Es Contigo
3MRynBsyLGzv3IQ9Fip6hO,1WLEfsQjvgtFSGkrHonzFX,Todas Las Flores
3MRynBsyLGzv3IQ9Fip6hO,5AMBCoLbNgVCbA3XYMRlks,Culpable O No
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,5dbaLmK5SHLLg8Z4CcTJpX,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,7vXDAI8JwjW531ouMGbfcp,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Lo Malo - Operación Triunfo 2017
3MRynBsyLGzv3IQ9Fip6hO,0CQgFG7XHyXRpSi24kl0cx,Solo Si Es Contigo - Operación Triunfo 2017
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Solo Si Es Contigo - Operación Triunfo 2017
3MRynBsyLGzv3IQ9Fip6hO,1WLEfsQjvgtFSGkrHonzFX,Todas Las Flores - Operación Triunfo 2017
0P9kGWWUX38kvwbqMePLBr,4jKvQ93sRiKroRRaAI6Fqk,Manos Vacías - Operación Triunfo 2017
0P9kGWWUX38kvwbqMePLBr,7eLcDZDYHXZCebtQmVFL25,Let Me Love You - Operación Triunfo 2017
0P9kGWWUX38kvwbqMePLBr,0CQgFG7XHyXRpSi24kl0cx,Everytime You Go Away - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,Et Vull Veure
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,Et Vull Veure
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,Tu Canción
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,Todo Mi Amor Eres Tú (I Just Can't Stop Loving You)
0CQgFG7XHyXRpSi24kl0cx,3E3qsTzCvTX13A1Zrw7Wnf,Cuando Duermes
0CQgFG7XHyXRpSi24kl0cx,7eLcDZDYHXZCebtQmVFL25,Solo Si Es Contigo
0CQgFG7XHyXRpSi24kl0cx,3MRynBsyLGzv3IQ9Fip6hO,Solo Si Es Contigo
0CQgFG7XHyXRpSi24kl0cx,4jKvQ93sRiKroRRaAI6Fqk,The Lady Is A Tramp
0CQgFG7XHyXRpSi24kl0cx,7eLcDZDYHXZCebtQmVFL25,El Mismo Sol
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,City Of Stars
0CQgFG7XHyXRpSi24kl0cx,0P9kGWWUX38kvwbqMePLBr,Everytime You Go Away
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,Your Song
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,Tu Canción
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,Tu Canción - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,Todo Mi Amor Eres Tú (I Just Can't Stop Loving You) - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,3E3qsTzCvTX13A1Zrw7Wnf,Cuando Duermes
0CQgFG7XHyXRpSi24kl0cx,7eLcDZDYHXZCebtQmVFL25,Solo Si Es Contigo - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,3MRynBsyLGzv3IQ9Fip6hO,Solo Si Es Contigo - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,4jKvQ93sRiKroRRaAI6Fqk,The Lady Is A Tramp - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,7eLcDZDYHXZCebtQmVFL25,El Mismo Sol - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,1WLEfsQjvgtFSGkrHonzFX,City Of Stars - Operación Triunfo 2017
0CQgFG7XHyXRpSi24kl0cx,0P9kGWWUX38kvwbqMePLBr,Everytime You Go Away - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,La Canción Que No Quiero Cantarte
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Tu Canción
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Todo Mi Amor Eres Tú (I Just Can't Stop Loving You)
1WLEfsQjvgtFSGkrHonzFX,4jKvQ93sRiKroRRaAI6Fqk,Lucha De Gigantes
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,Lucha De Gigantes
1WLEfsQjvgtFSGkrHonzFX,3E3qsTzCvTX13A1Zrw7Wnf,Robarte Un Beso
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,Con Las Ganas
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,City Of Stars
1WLEfsQjvgtFSGkrHonzFX,3MRynBsyLGzv3IQ9Fip6hO,Todas Las Flores
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,La Canción Que No Quiero Cantarte
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Your Song
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Tu Canción
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Tu Canción - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Todo Mi Amor Eres Tú (I Just Can't Stop Loving You) - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,4jKvQ93sRiKroRRaAI6Fqk,Lucha De Gigantes
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,Lucha De Gigantes
1WLEfsQjvgtFSGkrHonzFX,3E3qsTzCvTX13A1Zrw7Wnf,Robarte Un Beso - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,Con Las Ganas - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,City Of Stars - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,3MRynBsyLGzv3IQ9Fip6hO,Todas Las Flores - Operación Triunfo 2017
4jKvQ93sRiKroRRaAI6Fqk,3E3qsTzCvTX13A1Zrw7Wnf,Magia - Operación Triunfo 2017
4jKvQ93sRiKroRRaAI6Fqk,7eLcDZDYHXZCebtQmVFL25,Lucha De Gigantes
4jKvQ93sRiKroRRaAI6Fqk,1WLEfsQjvgtFSGkrHonzFX,Lucha De Gigantes
4jKvQ93sRiKroRRaAI6Fqk,0P9kGWWUX38kvwbqMePLBr,Manos Vacías - Operación Triunfo 2017
4jKvQ93sRiKroRRaAI6Fqk,0CQgFG7XHyXRpSi24kl0cx,The Lady Is A Tramp - Operación Triunfo 2017
4jKvQ93sRiKroRRaAI6Fqk,7eLcDZDYHXZCebtQmVFL25,Can't Stop The Feeling! - Operación Triunfo 2017
4jKvQ93sRiKroRRaAI6Fqk,3E3qsTzCvTX13A1Zrw7Wnf,Runnin' (Lose It All) - Operación Triunfo 2017
5AMBCoLbNgVCbA3XYMRlks,3MRynBsyLGzv3IQ9Fip6hO,Culpable O No
5AMBCoLbNgVCbA3XYMRlks,3E3qsTzCvTX13A1Zrw7Wnf,Estoy Hecho De Pedacitos De Ti - Operación Triunfo 2017
5AMBCoLbNgVCbA3XYMRlks,7eLcDZDYHXZCebtQmVFL25,No Puedo Vivir Sin Ti - Operación Triunfo 2017
52iwsT98xCoGgiGntTiR7K,7eLcDZDYHXZCebtQmVFL25,GRAN VÍA
52iwsT98xCoGgiGntTiR7K,2IMZYfNi21MGqxopj9fWx8,LOS DÍAS CONTADOS
52iwsT98xCoGgiGntTiR7K,2IMZYfNi21MGqxopj9fWx8,LOS DÍAS CONTADOS
52iwsT98xCoGgiGntTiR7K,7eLcDZDYHXZCebtQmVFL25,GRAN VÍA
52iwsT98xCoGgiGntTiR7K,5J7rXWjtn5HzUkJ4Jet8Fr,QUIZÁS SI QUIZÁS NO
52iwsT98xCoGgiGntTiR7K,6JaOGIlSvYswVLPmGUheOO,NO PIENSO LLAMAR
52iwsT98xCoGgiGntTiR7K,3bvfu2KAve4lPHrhEFDZna,EL TONTO
2wY79sveU1sp5g7SokKOiI,7eLcDZDYHXZCebtQmVFL25,Like I Can (feat. Aitana)
2wY79sveU1sp5g7SokKOiI,7eLcDZDYHXZCebtQmVFL25,Like I Can (feat. Aitana)
5lWasZeo8uWQk6GD8czJLq,7eLcDZDYHXZCebtQmVFL25,Hermosa Casualidad
5lWasZeo8uWQk6GD8czJLq,7eLcDZDYHXZCebtQmVFL25,Hermosa Casualidad
5lWasZeo8uWQk6GD8czJLq,5J7rXWjtn5HzUkJ4Jet8Fr,1000CANCIONES
07YUOmWljBTXwIseAUd9TW,7eLcDZDYHXZCebtQmVFL25,Las Dudas
07YUOmWljBTXwIseAUd9TW,5J7rXWjtn5HzUkJ4Jet8Fr,A Dónde Van
07YUOmWljBTXwIseAUd9TW,5M9Bb4adKAgrOFOhc05Y50,Contigo
07YUOmWljBTXwIseAUd9TW,0vR2qb8m9WHeZ5ByCbimq2,Un Año
07YUOmWljBTXwIseAUd9TW,0ZHPrnImGh4re3TbSNkoZl,Vuelve
07YUOmWljBTXwIseAUd9TW,5DUlefCLzVRzNWaNURTFpK,Traicionera - Remix
07YUOmWljBTXwIseAUd9TW,7eLcDZDYHXZCebtQmVFL25,Akureyri
07YUOmWljBTXwIseAUd9TW,5M9Bb4adKAgrOFOhc05Y50,Contigo
07YUOmWljBTXwIseAUd9TW,5xSx2FM8mQnrfgM1QsHniB,No Bailes Sola - Versión Acústica
07YUOmWljBTXwIseAUd9TW,7eLcDZDYHXZCebtQmVFL25,Corazón Sin Vida
07YUOmWljBTXwIseAUd9TW,5J7rXWjtn5HzUkJ4Jet8Fr,A Dónde Van
07YUOmWljBTXwIseAUd9TW,5DUlefCLzVRzNWaNURTFpK,Locura - Remix
07YUOmWljBTXwIseAUd9TW,5xSx2FM8mQnrfgM1QsHniB,No Bailes Sola
07YUOmWljBTXwIseAUd9TW,5C4PDR4LnhZTbVnKWXuDKD,Bajo La Mesa
07YUOmWljBTXwIseAUd9TW,5DUlefCLzVRzNWaNURTFpK,Locura
2IMZYfNi21MGqxopj9fWx8,52iwsT98xCoGgiGntTiR7K,LOS DÍAS CONTADOS
2IMZYfNi21MGqxopj9fWx8,7eLcDZDYHXZCebtQmVFL25,miamor
2IMZYfNi21MGqxopj9fWx8,2UZIAOlrnyZmyzt1nuXr9y,qué le pasa conmigo?
0AqlFI0tz2DsEoJlKSIiT9,7vXDAI8JwjW531ouMGbfcp,La_Original.mp3
0AqlFI0tz2DsEoJlKSIiT9,2UZIAOlrnyZmyzt1nuXr9y,intoxicao
0AqlFI0tz2DsEoJlKSIiT9,4PzYKhC14sTJNEr0dzoo0d,bunda 🍑
0AqlFI0tz2DsEoJlKSIiT9,7vXDAI8JwjW531ouMGbfcp,La_Original.mp3
0AqlFI0tz2DsEoJlKSIiT9,7eLcDZDYHXZCebtQmVFL25,Quieres
0AqlFI0tz2DsEoJlKSIiT9,5UN0rzL594mWY2RbOtZqIN,Quieres
0AqlFI0tz2DsEoJlKSIiT9,2UZIAOlrnyZmyzt1nuXr9y,intoxicao
5UN0rzL594mWY2RbOtZqIN,3bvfu2KAve4lPHrhEFDZna,Tiki Tiki
5UN0rzL594mWY2RbOtZqIN,3bvfu2KAve4lPHrhEFDZna,Tiki Tiki
5UN0rzL594mWY2RbOtZqIN,7eLcDZDYHXZCebtQmVFL25,Quieres
5UN0rzL594mWY2RbOtZqIN,0AqlFI0tz2DsEoJlKSIiT9,Quieres
7dL0nOHwnSAsNAwpkPSGWP,7eLcDZDYHXZCebtQmVFL25,mariposas
5XsWrYhwadPBjW20qYbdZg,5xSx2FM8mQnrfgM1QsHniB,Sólo Quédate En Silencio
5XsWrYhwadPBjW20qYbdZg,7eLcDZDYHXZCebtQmVFL25,Sálvame
5XsWrYhwadPBjW20qYbdZg,7eLcDZDYHXZCebtQmVFL25,Sálvame
5XsWrYhwadPBjW20qYbdZg,5xSx2FM8mQnrfgM1QsHniB,Sólo Quédate En Silencio
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,La Canción Que No Quiero Cantarte
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Tu Canción
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Todo Mi Amor Eres Tú (I Just Can't Stop Loving You)
1WLEfsQjvgtFSGkrHonzFX,4jKvQ93sRiKroRRaAI6Fqk,Lucha De Gigantes
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,Lucha De Gigantes
1WLEfsQjvgtFSGkrHonzFX,3E3qsTzCvTX13A1Zrw7Wnf,Robarte Un Beso
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,Con Las Ganas
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,City Of Stars
1WLEfsQjvgtFSGkrHonzFX,3MRynBsyLGzv3IQ9Fip6hO,Todas Las Flores
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,La Canción Que No Quiero Cantarte
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Your Song
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Tu Canción
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Tu Canción - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,Todo Mi Amor Eres Tú (I Just Can't Stop Loving You) - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,4jKvQ93sRiKroRRaAI6Fqk,Lucha De Gigantes
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,Lucha De Gigantes
1WLEfsQjvgtFSGkrHonzFX,3E3qsTzCvTX13A1Zrw7Wnf,Robarte Un Beso - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,7eLcDZDYHXZCebtQmVFL25,Con Las Ganas - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,0CQgFG7XHyXRpSi24kl0cx,City Of Stars - Operación Triunfo 2017
1WLEfsQjvgtFSGkrHonzFX,3MRynBsyLGzv3IQ9Fip6hO,Todas Las Flores - Operación Triunfo 2017
2UZIAOlrnyZmyzt1nuXr9y,2IMZYfNi21MGqxopj9fWx8,qué le pasa conmigo?
2UZIAOlrnyZmyzt1nuXr9y,5UN0rzL594mWY2RbOtZqIN,Tengo To
2UZIAOlrnyZmyzt1nuXr9y,0AqlFI0tz2DsEoJlKSIiT9,Una Foto Remix (feat. Emilia)
2UZIAOlrnyZmyzt1nuXr9y,2IMZYfNi21MGqxopj9fWx8,qué le pasa conmigo?
2UZIAOlrnyZmyzt1nuXr9y,5J7rXWjtn5HzUkJ4Jet8Fr,LA TERAPIA REMIX
2UZIAOlrnyZmyzt1nuXr9y,0AqlFI0tz2DsEoJlKSIiT9,intoxicao
2UZIAOlrnyZmyzt1nuXr9y,7eLcDZDYHXZCebtQmVFL25,Formentera
6JaOGIlSvYswVLPmGUheOO,52iwsT98xCoGgiGntTiR7K,NO PIENSO LLAMAR
2UZIAOlrnyZmyzt1nuXr9y,2IMZYfNi21MGqxopj9fWx8,qué le pasa conmigo?
2UZIAOlrnyZmyzt1nuXr9y,5UN0rzL594mWY2RbOtZqIN,Tengo To
2UZIAOlrnyZmyzt1nuXr9y,0AqlFI0tz2DsEoJlKSIiT9,Una Foto Remix (feat. Emilia)
2UZIAOlrnyZmyzt1nuXr9y,2IMZYfNi21MGqxopj9fWx8,qué le pasa conmigo?
2UZIAOlrnyZmyzt1nuXr9y,5J7rXWjtn5HzUkJ4Jet8Fr,LA TERAPIA REMIX
2UZIAOlrnyZmyzt1nuXr9y,0AqlFI0tz2DsEoJlKSIiT9,intoxicao
2UZIAOlrnyZmyzt1nuXr9y,7eLcDZDYHXZCebtQmVFL25,Formentera
2UZIAOlrnyZmyzt1nuXr9y,2IMZYfNi21MGqxopj9fWx8,qué le pasa conmigo?
2UZIAOlrnyZmyzt1nuXr9y,5UN0rzL594mWY2RbOtZqIN,Tengo To
2UZIAOlrnyZmyzt1nuXr9y,0AqlFI0tz2DsEoJlKSIiT9,Una Foto Remix (feat. Emilia)
2UZIAOlrnyZmyzt1nuXr9y,2IMZYfNi21MGqxopj9fWx8,qué le pasa conmigo?
2UZIAOlrnyZmyzt1nuXr9y,5J7rXWjtn5HzUkJ4Jet8Fr,LA TERAPIA REMIX
2UZIAOlrnyZmyzt1nuXr9y,0AqlFI0tz2DsEoJlKSIiT9,intoxicao
2UZIAOlrnyZmyzt1nuXr9y,7eLcDZDYHXZCebtQmVFL25,Formentera
5DUlefCLzVRzNWaNURTFpK,0ZHPrnImGh4re3TbSNkoZl,Primera Carta
5DUlefCLzVRzNWaNURTFpK,7eLcDZDYHXZCebtQmVFL25,Coldplay
5DUlefCLzVRzNWaNURTFpK,5xSx2FM8mQnrfgM1QsHniB,Nada
5DUlefCLzVRzNWaNURTFpK,07YUOmWljBTXwIseAUd9TW,Locura
5DUlefCLzVRzNWaNURTFpK,0vR2qb8m9WHeZ5ByCbimq2,Borracho De Amor
5DUlefCLzVRzNWaNURTFpK,5gOJTI4TusSENizxhcG7jB,No Hay 2 Sin 3 (Gol)
5DUlefCLzVRzNWaNURTFpK,5gOJTI4TusSENizxhcG7jB,No Hay 2 Sin 3 (Gol)
5DUlefCLzVRzNWaNURTFpK,07YUOmWljBTXwIseAUd9TW,Por Fin Te Encontré
5DUlefCLzVRzNWaNURTFpK,5xSx2FM8mQnrfgM1QsHniB,Nada
5DUlefCLzVRzNWaNURTFpK,07YUOmWljBTXwIseAUd9TW,Locura
5DUlefCLzVRzNWaNURTFpK,0vR2qb8m9WHeZ5ByCbimq2,Borracho De Amor
5DUlefCLzVRzNWaNURTFpK,7eLcDZDYHXZCebtQmVFL25,Coldplay
5DUlefCLzVRzNWaNURTFpK,5dbaLmK5SHLLg8Z4CcTJpX,2005
5DUlefCLzVRzNWaNURTFpK,0ZHPrnImGh4re3TbSNkoZl,Primera Carta
5DUlefCLzVRzNWaNURTFpK,5xSx2FM8mQnrfgM1QsHniB,Nada - Remix
5DUlefCLzVRzNWaNURTFpK,5dbaLmK5SHLLg8Z4CcTJpX,Desesperado (Voy A Tomar)
5DUlefCLzVRzNWaNURTFpK,5xSx2FM8mQnrfgM1QsHniB,Nada - Acústica
5DUlefCLzVRzNWaNURTFpK,5xSx2FM8mQnrfgM1QsHniB,Nada
5DUlefCLzVRzNWaNURTFpK,07YUOmWljBTXwIseAUd9TW,Locura - Remix
5DUlefCLzVRzNWaNURTFpK,07YUOmWljBTXwIseAUd9TW,Locura
5DUlefCLzVRzNWaNURTFpK,0vR2qb8m9WHeZ5ByCbimq2,Borracho De Amor
5DUlefCLzVRzNWaNURTFpK,7eLcDZDYHXZCebtQmVFL25,+
5DUlefCLzVRzNWaNURTFpK,5dbaLmK5SHLLg8Z4CcTJpX,Sólo Mía
5M9Bb4adKAgrOFOhc05Y50,7eLcDZDYHXZCebtQmVFL25,Llueve sobre mojado
5M9Bb4adKAgrOFOhc05Y50,5N3YDBGT2gUzXgLDTwPRi5,Llueve sobre mojado
5M9Bb4adKAgrOFOhc05Y50,7eLcDZDYHXZCebtQmVFL25,Llueve sobre mojado
5M9Bb4adKAgrOFOhc05Y50,5N3YDBGT2gUzXgLDTwPRi5,Llueve sobre mojado
5M9Bb4adKAgrOFOhc05Y50,7D62OQfwvslnxJn9DkZm2F,Los Domingos No Se Toman Decisiones
5M9Bb4adKAgrOFOhc05Y50,07YUOmWljBTXwIseAUd9TW,Contigo
5M9Bb4adKAgrOFOhc05Y50,7eLcDZDYHXZCebtQmVFL25,Llueve sobre mojado
5M9Bb4adKAgrOFOhc05Y50,5N3YDBGT2gUzXgLDTwPRi5,Llueve sobre mojado
5N3YDBGT2gUzXgLDTwPRi5,3bvfu2KAve4lPHrhEFDZna,Mañana
5N3YDBGT2gUzXgLDTwPRi5,5M9Bb4adKAgrOFOhc05Y50,Llueve sobre mojado
5N3YDBGT2gUzXgLDTwPRi5,7eLcDZDYHXZCebtQmVFL25,Llueve sobre mojado
7c53ZFyajVMTo08HmvoB6b,7eLcDZDYHXZCebtQmVFL25,Mon Amour - Remix
52qzWdNUp6ebjcNsvgZSiC,7eLcDZDYHXZCebtQmVFL25,Aunque No Sea Conmigo
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,INTRO
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,CREO QUE ALGO ESTÁ A PUNTO DE PASAR
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,CUERPO Y SANGRE
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,NUBE GRIS
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,SOL NARANJA
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,COMO UN CARTEL DE ABIERTO EN LA CALLE
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,NO ESTABA BIEN
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,CARA DE LUNES
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,JAZZ DE MEDIANOCHE
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,AIRE
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,OTRO BARRIO
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,RATAS
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,AUNQUE YA NO ME BESES
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,Te necesito
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,Making Hits
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,Pienso En Ti
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,Bom Bom Bom
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,Otra Noche Contigo
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,Making Hits
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,Pienso En Ti
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,Bom Bom Bom
1fURW117sgaPpgIoz8YLXW,1hus2QLWtdEpTUSgopRRZq,Otra Noche Contigo
